paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
SC-2016-P0011,SC,SC,2016,complete,An efficient and scalable algorithmic method for generating large: scale random graphs,Md. Maksudul Alam|Maleq Khan|Anil Vullikanti|Madhav V. Marathe,Technical Papers,,accepted_paper,10.1109/SC.2016.31,,,,,https://dblp.org/rec/conf/sc/AlamKVM16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.31,paper,primary,verified,high,T05/T09,"sparse,_graph,_irregular_execution",graph|sparse|gnn|irregular|spmm|spgemm|subgraph,SC-C03,"Sparse, graph, irregular execution",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"Sparse matrices/tensors, graph processing, irregular communication, and graph neural-network execution."
SC-2016-P0012,SC,SC,2016,complete,An ephemeral burst-buffer file system for scientific applications,Teng Wang 0001|Kathryn M. Mohror|Adam Moody|Kento Sato|Weikuan Yu,Technical Papers,,accepted_paper,10.1109/SC.2016.68,,,,,https://dblp.org/rec/conf/sc/WangMMSY16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.68,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0013,SC,SC,2016,complete,An exploration of optimization algorithms for high performance tensor completion,Shaden Smith|Jongsoo Park|George Karypis,Technical Papers,,accepted_paper,10.1109/SC.2016.30,,,,,https://dblp.org/rec/conf/sc/SmithPK16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.30,paper,primary,verified,high,T05/T09,"sparse,_graph,_irregular_execution",graph|sparse|gnn|irregular|spmm|spgemm|subgraph,SC-C03,"Sparse, graph, irregular execution",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"Sparse matrices/tensors, graph processing, irregular communication, and graph neural-network execution."
SC-2016-P0014,SC,SC,2016,complete,Automating wavefront parallelization for sparse matrix computations,Anand Venkat|Mahdi Soltan Mohammadi|Jongsoo Park|Hongbo Rong|Rajkishore Barik|Michelle Mills Strout|Mary W. Hall,Technical Papers,,accepted_paper,10.1109/SC.2016.40,,,,,https://dblp.org/rec/conf/sc/VenkatMPRBSH16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.40,paper,primary,verified,high,T05/T09,"sparse,_graph,_irregular_execution",graph|sparse|gnn|irregular|spmm|spgemm|subgraph,SC-C03,"Sparse, graph, irregular execution",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"Sparse matrices/tensors, graph processing, irregular communication, and graph neural-network execution."
SC-2016-P0015,SC,SC,2016,complete,Block iterative methods and recycling for improved scalability of linear solvers,Pierre Jolivet|Pierre-Henri Tournier,Technical Papers,,accepted_paper,10.1109/SC.2016.16,,,,,https://dblp.org/rec/conf/sc/JolivetT16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.16,paper,primary,verified,high,T11,general_hpc_needs_review,hpc|needs_review,SC-C99,General HPC applications and needs-review rows,uncertain,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,Rows that need abstract/PDF inspection before assignment to a sharper technical route.
SC-2016-P0016,SC,SC,2016,complete,Caliper: performance introspection for HPC software stacks,David Böhme|Todd Gamblin|David Beckingsale|Peer-Timo Bremer|Alfredo Giménez|Matthew P. LeGendre|Olga Pearce|Martin Schulz 0001,Technical Papers,,accepted_paper,10.1109/SC.2016.46,,,,,https://dblp.org/rec/conf/sc/BohmeGBBGLPS16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.46,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0017,SC,SC,2016,complete,Characterizing parallel scientific applications on commodity clusters: an empirical study of a tapered fat-tree,Edgar A. León|Ian Karlin|Abhinav Bhatele|Steven H. Langer|Chris Chambreau|Louis H. Howell|Trent D'Hooge|Matthew L. Leininger,Technical Papers,,accepted_paper,10.1109/SC.2016.77,,,,,https://dblp.org/rec/conf/sc/LeonKBLCHDL16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.77,paper,primary,verified,high,T08/T10/T11,interconnect_and_communication_scaling,mpi|collective|network|communication|dragonfly|topology|allreduce|interconnect,SC-C04,Interconnect and communication scaling,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"MPI, collectives, network topology, GPU-to-GPU communication, and communication avoidance."
SC-2016-P0018,SC,SC,2016,complete,Compiler-directed lightweight checkpointing for fine-grained guaranteed soft error recovery,Qingrui Liu|Changhee Jung|Dongyoon Lee|Devesh Tiwari,Technical Papers,,accepted_paper,10.1109/SC.2016.19,,,,,https://dblp.org/rec/conf/sc/LiuJLT16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.19,paper,primary,verified,high,T08/T10/T11,interconnect_and_communication_scaling,mpi|collective|network|communication|dragonfly|topology|allreduce|interconnect,SC-C04,Interconnect and communication scaling,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"MPI, collectives, network topology, GPU-to-GPU communication, and communication avoidance."
SC-2016-P0019,SC,SC,2016,complete,Daino: a high-level framework for parallel and efficient AMR on GPUs,Mohamed Wahib|Naoya Maruyama|Takayuki Aoki,Technical Papers,,accepted_paper,10.1109/SC.2016.52,,,,,https://dblp.org/rec/conf/sc/WahibMA16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.52,paper,primary,verified,high,T02/T05/T06,gpu/tensor/matrix_kernel_optimization,gpu|tensor|matrix|gemm|convolution|fp16|mixed-precision|kernel,SC-C02,GPU/tensor/matrix kernel optimization,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,SC-2016-A01,milestone,5,SC Best Paper Award Winner.,yes,abstract|keywords|session,"GPU, tensor-core, GEMM, convolution, mixed-precision, and memory-bound kernel optimization."
SC-2016-P0020,SC,SC,2016,complete,DAOS and friends: a proposal for an exascale storage system,Jay F. Lofstead|Ivo Jimenez|Carlos Maltzahn|Quincey Koziol|John Bent|Eric Barton,Technical Papers,,accepted_paper,10.1109/SC.2016.49,,,,,https://dblp.org/rec/conf/sc/LofsteadJMKBB16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.49,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0021,SC,SC,2016,complete,DCA: a DRAM-cache-aware DRAM controller,Cheng-Chieh Huang|Vijay Nagarajan|Arpit Joshi,Technical Papers,,accepted_paper,10.1109/SC.2016.75,,,,,https://dblp.org/rec/conf/sc/HuangNJ16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.75,paper,primary,verified,high,T11,general_hpc_needs_review,hpc|needs_review,SC-C99,General HPC applications and needs-review rows,uncertain,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,Rows that need abstract/PDF inspection before assignment to a sharper technical route.
SC-2016-P0022,SC,SC,2016,complete,dCUDA: hardware supported overlap of computation and communication,Tobias Gysi|Jeremia Bär|Torsten Hoefler,Technical Papers,,accepted_paper,10.1109/SC.2016.51,,,,,https://dblp.org/rec/conf/sc/GysiBH16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.51,paper,primary,verified,high,T08/T10/T11,interconnect_and_communication_scaling,mpi|collective|network|communication|dragonfly|topology|allreduce|interconnect,SC-C04,Interconnect and communication scaling,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"MPI, collectives, network topology, GPU-to-GPU communication, and communication avoidance."
SC-2016-P0023,SC,SC,2016,complete,Designing MPI library with on-demand paging (ODP) of infiniband: challenges and benefits,Mingzhe Li|Khaled Hamidouche|Xiaoyi Lu 0001|Hari Subramoni|Jie Zhang 0045|Dhabaleswar K. Panda 0001,Technical Papers,,accepted_paper,10.1109/SC.2016.36,,,,,https://dblp.org/rec/conf/sc/LiHLSZP16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.36,paper,primary,verified,high,T08/T10/T11,interconnect_and_communication_scaling,mpi|collective|network|communication|dragonfly|topology|allreduce|interconnect,SC-C04,Interconnect and communication scaling,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"MPI, collectives, network topology, GPU-to-GPU communication, and communication avoidance."
SC-2016-P0024,SC,SC,2016,complete,Designing scalable b-Matching algorithms on distributed memory multiprocessors by approximation,Arif M. Khan|Alex Pothen|Md. Mostofa Ali Patwary|Mahantesh Halappanavar|Nadathur Rajagopalan Satish|Narayanan Sundaram|Pradeep Dubey,Technical Papers,,accepted_paper,10.1109/SC.2016.65,,,,,https://dblp.org/rec/conf/sc/KhanPPHSSD16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.65,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0025,SC,SC,2016,complete,Development effort estimation in HPC,Sandra Wienke|Julian Miller|Martin Schulz 0001|Matthias S. Müller,Technical Papers,,accepted_paper,10.1109/SC.2016.9,,,,,https://dblp.org/rec/conf/sc/WienkeMSM16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.9,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0026,SC,SC,2016,complete,Distributed-memory large deformation diffeomorphic 3D image registration,Andreas Mang|Amir Gholami|George Biros,Technical Papers,,accepted_paper,10.1109/SC.2016.71,,,,,https://dblp.org/rec/conf/sc/MangGB16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.71,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0027,SC,SC,2016,complete,Efficient delaunay tessellation through K-D tree decomposition,Dmitriy Morozov|Tom Peterka,Technical Papers,,accepted_paper,10.1109/SC.2016.61,,,,,https://dblp.org/rec/conf/sc/MorozovP16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.61,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0028,SC,SC,2016,complete,Elastic multi-resource fairness: balancing fairness and efficiency in coupled CPU-GPU architectures,Shanjiang Tang|Bingsheng He|Shuhao Zhang 0001|Zhaojie Niu,Technical Papers,,accepted_paper,10.1109/SC.2016.74,,,,,https://dblp.org/rec/conf/sc/TangHZN16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.74,paper,primary,verified,high,T08,runtime_scheduling_and_resource_management,runtime|scheduler|scheduling|serverless|batching|resource|workflow|task,SC-C06,Runtime scheduling and resource management,provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"Runtime systems, schedulers, workflow engines, adaptive batching, and resource management."
SC-2016-P0029,SC,SC,2016,complete,Enabling efficient preemption for SIMT architectures with lightweight context switching,Zhen Lin|Lars Nyland|Huiyang Zhou,Technical Papers,,accepted_paper,10.1109/SC.2016.76,,,,,https://dblp.org/rec/conf/sc/LinNZ16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.76,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0030,SC,SC,2016,complete,Enhanced MPSM3 for applications to quantum biological simulations,A. Pozdneev|Valéry Weber|Teodoro Laino|Constantine Bekas|Alessandro Curioni,Technical Papers,,accepted_paper,10.1109/SC.2016.8,,,,,https://dblp.org/rec/conf/sc/PozdneevWLBC16,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.8,paper,primary,verified,high,T10/T11,"storage,_i/o,_compression,_data_movement",storage|file-system|i/o|io|burst-buffer|nvm|checkpoint|compression|data-movement,SC-C05,"Storage, I/O, compression, data movement",provisional,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,"File systems, storage hierarchy, NVM, compression, checkpoint/restart, and large data movement."
SC-2016-P0031,SC,SC,2016,complete,Enhancing infiniband with openflow-style SDN capability,Jason Lee 0004|Zhou Tong|Karthik Achalkar|Xin Yuan 0001|Michael Lang 0003,Technical Papers,,accepted_paper,10.1109/SC.2016.35,,,,,https://dblp.org/rec/conf/sc/LeeTAY016,https://sc16.supercomputing.org/program/papers/,https://dblp.org/db/conf/sc/sc2016.html,,DBLP SC 2016 proceedings metadata,https://doi.org/10.1109/SC.2016.35,paper,primary,verified,high,T11,general_hpc_needs_review,hpc|needs_review,SC-C99,General HPC applications and needs-review rows,uncertain,Title-level metadata clustering using clustering-agent topic seed; no batch abstract/PDF enrichment.,,,,,none,,,maybe,abstract|keywords|session,Rows that need abstract/PDF inspection before assignment to a sharper technical route.
