paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
HPCA-2016-P0011,HPCA,HPCA,2016,complete,Best-offset hardware prefetching,Pierre Michaud,Main Program,,accepted_paper,10.1109/HPCA.2016.7446087,,https://doi.org/10.1109/HPCA.2016.7446087,,,https://dblp.org/rec/conf/hpca/Michaud16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446087,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0012,HPCA,HPCA,2016,complete,Cache QoS: From concept to reality in the Intel® Xeon® processor E5-2600 v3 product family,Andrew Herdrich|Edwin Verplanke|Priya Autee|Ramesh Illikkal|Chris Gianos|Ronak Singhal|Ravi R. Iyer 0001,Main Program,,accepted_paper,10.1109/HPCA.2016.7446102,,https://doi.org/10.1109/HPCA.2016.7446102,,,https://dblp.org/rec/conf/hpca/HerdrichVAIGSI16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446102,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0013,HPCA,HPCA,2016,complete,CATalyst: Defeating last-level cache side channel attacks in cloud computing,Fangfei Liu|Qian Ge 0001|Yuval Yarom|Frank McKeen|Carlos V. Rozas|Gernot Heiser|Ruby B. Lee,Main Program,,accepted_paper,10.1109/HPCA.2016.7446082,,https://doi.org/10.1109/HPCA.2016.7446082,,,https://dblp.org/rec/conf/hpca/LiuGYMRHL16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446082,paper,primary,verified,high,T11/T12,security_side_channel_correctness,security|correctness,HPCA-C06,"Security, side channels, isolation, and correctness",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0014,HPCA,HPCA,2016,complete,ChargeCache: Reducing DRAM latency by exploiting row access locality,Hasan Hassan|Gennady Pekhimenko|Nandita Vijaykumar|Vivek Seshadri|Donghyuk Lee|Oguz Ergin|Onur Mutlu,Main Program,,accepted_paper,10.1109/HPCA.2016.7446096,,https://doi.org/10.1109/HPCA.2016.7446096,,,https://dblp.org/rec/conf/hpca/HassanPVSLEM16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446096,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0015,HPCA,HPCA,2016,complete,"CompEx: Compression-expansion coding for energy, latency, and lifetime improvements in MLC/TLC NVM",Poovaiah M. Palangappa|Kartik Mohanram,Main Program,,accepted_paper,10.1109/HPCA.2016.7446056,,https://doi.org/10.1109/HPCA.2016.7446056,,,https://dblp.org/rec/conf/hpca/PalangappaM16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446056,paper,primary,verified,high,T10/T06,pim_near_memory_storage_data_movement,pim|near_memory|storage|data_movement,HPCA-C02,"PIM, near-memory, storage, and data movement",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0016,HPCA,HPCA,2016,complete,Core tunneling: Variation-aware voltage noise mitigation in GPUs,Renji Thomas|Kristin Barber|Naser Sedaghati|Li Zhou 0012|Radu Teodorescu,Main Program,,accepted_paper,10.1109/HPCA.2016.7446061,,https://doi.org/10.1109/HPCA.2016.7446061,,,https://dblp.org/rec/conf/hpca/ThomasBSZT16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446061,paper,primary,verified,high,T06/T11,gpu_simt_core_microarchitecture,gpu|core|microarchitecture,HPCA-C05,"GPU, SIMT, vector, and core microarchitecture",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0017,HPCA,HPCA,2016,complete,Cost effective physical register sharing,Arthur Perais|André Seznec,Main Program,,accepted_paper,10.1109/HPCA.2016.7446105,,https://doi.org/10.1109/HPCA.2016.7446105,,,https://dblp.org/rec/conf/hpca/PeraisS16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446105,paper,primary,verified,high,T11,general_architecture_needs_review,microarchitecture|needs_review,HPCA-C11,General architecture and needs-review rows,uncertain,Unresolved title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0018,HPCA,HPCA,2016,complete,Design and implementation of a mobile storage leveraging the DRAM interface,Sungyong Seo|Youngjin Cho|Youngkwang Yoo|Otae Bae|Jaegeun Park|Heehyun Nam|Sunmi Lee|Yongmyung Lee|Seungdo Chae|Moonsang Kwon|Jin-Hyeok Choi|Sangyeun Cho|Jaeheon Jeong|Duckhyun Chang,Main Program,,accepted_paper,10.1109/HPCA.2016.7446092,,https://doi.org/10.1109/HPCA.2016.7446092,,,https://dblp.org/rec/conf/hpca/SeoCYBPNLLCKCCJ16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446092,paper,primary,verified,high,T10/T06,pim_near_memory_storage_data_movement,pim|near_memory|storage|data_movement,HPCA-C02,"PIM, near-memory, storage, and data movement",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0019,HPCA,HPCA,2016,complete,DUANG: Fast and lightweight page migration in asymmetric memory systems,Hao Wang 0011|Jie Zhang 0048|Sharmila Shridhar|Gieseo Park|Myoungsoo Jung|Nam Sung Kim,Main Program,,accepted_paper,10.1109/HPCA.2016.7446088,,https://doi.org/10.1109/HPCA.2016.7446088,,,https://dblp.org/rec/conf/hpca/WangZSPJK16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446088,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0020,HPCA,HPCA,2016,complete,DVFS for NoCs in CMPs: A thread voting approach,Yuan Yao 0009|Zhonghai Lu,Main Program,,accepted_paper,10.1109/HPCA.2016.7446074,,https://doi.org/10.1109/HPCA.2016.7446074,,,https://dblp.org/rec/conf/hpca/YaoL16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446074,paper,primary,verified,high,T06/T11,gpu_simt_core_microarchitecture,gpu|core|microarchitecture,HPCA-C05,"GPU, SIMT, vector, and core microarchitecture",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0021,HPCA,HPCA,2016,complete,Efficient footprint caching for Tagless DRAM Caches,Hakbeom Jang|Yongjun Lee|Jongwon Kim|Youngsok Kim|Jangwoo Kim|Jinkyu Jeong|Jae W. Lee,Main Program,,accepted_paper,10.1109/HPCA.2016.7446068,,https://doi.org/10.1109/HPCA.2016.7446068,,,https://dblp.org/rec/conf/hpca/JangLKKKJL16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446068,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0022,HPCA,HPCA,2016,complete,Efficient GPU hardware transactional memory through early conflict resolution,Sui Chen|Lu Peng 0001,Main Program,,accepted_paper,10.1109/HPCA.2016.7446071,,https://doi.org/10.1109/HPCA.2016.7446071,,,https://dblp.org/rec/conf/hpca/ChenP16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446071,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0023,HPCA,HPCA,2016,complete,"Efficient synthetic traffic models for large, complex SoCs",Jieming Yin|Onur Kayiran|Matthew Poremba|Natalie D. Enright Jerger|Gabriel H. Loh,Main Program,,accepted_paper,10.1109/HPCA.2016.7446073,,https://doi.org/10.1109/HPCA.2016.7446073,,,https://dblp.org/rec/conf/hpca/YinKPJL16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446073,paper,primary,verified,high,T11,general_architecture_needs_review,microarchitecture|needs_review,HPCA-C11,General architecture and needs-review rows,uncertain,Unresolved title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0024,HPCA,HPCA,2016,complete,Energy-efficient address translation,Vasileios Karakostas|Jayneel Gandhi|Adrián Cristal|Mark D. Hill|Kathryn S. McKinley|Mario Nemirovsky|Michael M. Swift|Osman S. Unsal,Main Program,,accepted_paper,10.1109/HPCA.2016.7446100,,https://doi.org/10.1109/HPCA.2016.7446100,,,https://dblp.org/rec/conf/hpca/KarakostasGCHMN16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446100,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0025,HPCA,HPCA,2016,complete,HRL: Efficient and flexible reconfigurable logic for near-data processing,Mingyu Gao 0001|Christos Kozyrakis,Main Program,,accepted_paper,10.1109/HPCA.2016.7446059,,https://doi.org/10.1109/HPCA.2016.7446059,,,https://dblp.org/rec/conf/hpca/GaoK16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446059,paper,primary,verified,high,T11,general_architecture_needs_review,microarchitecture|needs_review,HPCA-C11,General architecture and needs-review rows,uncertain,Unresolved title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0026,HPCA,HPCA,2016,complete,Improving smartphone user experience by balancing performance and energy with probabilistic QoS guarantee,Benjamin Gaudette|Carole-Jean Wu|Sarma B. K. Vrudhula,Main Program,,accepted_paper,10.1109/HPCA.2016.7446053,,https://doi.org/10.1109/HPCA.2016.7446053,,,https://dblp.org/rec/conf/hpca/GaudetteWV16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446053,paper,primary,verified,high,T08/T10,datacenter_cloud_server_qos,datacenter|cloud|server|qos,HPCA-C04,"Datacenter, cloud, server QoS, and resource allocation",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0027,HPCA,HPCA,2016,complete,iPAWS: Instruction-issue pattern-based adaptive warp scheduling for GPGPUs,Minseok Lee|Gwangsun Kim|John Kim 0001|Woong Seo|Yeon-Gon Cho|Soojung Ryu,Main Program,,accepted_paper,10.1109/HPCA.2016.7446079,,https://doi.org/10.1109/HPCA.2016.7446079,,,https://dblp.org/rec/conf/hpca/LeeKKSCR16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446079,paper,primary,verified,high,T06/T11,gpu_simt_core_microarchitecture,gpu|core|microarchitecture,HPCA-C05,"GPU, SIMT, vector, and core microarchitecture",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0028,HPCA,HPCA,2016,complete,"LASER: Light, Accurate Sharing dEtection and Repair",Liang Luo|Akshitha Sriraman|Brooke Fugate|Shiliang Hu|Gilles Pokam|Chris J. Newburn|Joseph Devietti,Main Program,,accepted_paper,10.1109/HPCA.2016.7446070,,https://doi.org/10.1109/HPCA.2016.7446070,,,https://dblp.org/rec/conf/hpca/LuoSFHPND16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446070,paper,primary,verified,high,T11,general_architecture_needs_review,microarchitecture|needs_review,HPCA-C11,General architecture and needs-review rows,uncertain,Unresolved title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0029,HPCA,HPCA,2016,complete,Lattice priority scheduling: Low-overhead timing-channel protection for a shared memory controller,Andrew Ferraiuolo|Yao Wang 0008|Danfeng Zhang|Andrew C. Myers|G. Edward Suh,Main Program,,accepted_paper,10.1109/HPCA.2016.7446080,,https://doi.org/10.1109/HPCA.2016.7446080,,,https://dblp.org/rec/conf/hpca/FerraiuoloWZMS16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446080,paper,primary,verified,high,T10/T11,memory_cache_prefetch_dram,memory|cache|dram|prefetch,HPCA-C03,"Memory hierarchy, cache, prefetching, and DRAM",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0030,HPCA,HPCA,2016,complete,LiveSim: Going live with microarchitecture simulation,Sina Hassani|Gabriel Southern|Jose Renau,Main Program,,accepted_paper,10.1109/HPCA.2016.7446098,,https://doi.org/10.1109/HPCA.2016.7446098,,,https://dblp.org/rec/conf/hpca/HassaniSR16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446098,paper,primary,verified,high,T11,simulation_profiling_modeling_evaluation,simulation|profiling|modeling,HPCA-C10,"Benchmark, profiling, modeling, simulation, and evaluation",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0031,HPCA,HPCA,2016,complete,Low-Cost Inter-Linked Subarrays (LISA): Enabling fast inter-subarray data movement in DRAM,Kevin K. Chang|Prashant J. Nair|Donghyuk Lee|Saugata Ghose|Moinuddin K. Qureshi|Onur Mutlu,Main Program,,accepted_paper,10.1109/HPCA.2016.7446095,,https://doi.org/10.1109/HPCA.2016.7446095,,,https://dblp.org/rec/conf/hpca/ChangNLGQM16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446095,paper,primary,verified,high,T10/T06,pim_near_memory_storage_data_movement,pim|near_memory|storage|data_movement,HPCA-C02,"PIM, near-memory, storage, and data movement",provisional,Title-level metadata clustering; no batch abstract/session enrichment. Metadata verification confidence does not equal topic-assignment confidence.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
HPCA-2016-P0032,HPCA,HPCA,2016,complete,MaPU: A novel mathematical computing architecture,Donglin Wang|Xueliang Du|Leizu Yin|Chen Lin|Hong Ma|Weili Ren|Huijuan Wang|Xingang Wang|Shaolin Xie|Lei Wang|Zijun Liu|Tao Wang|Zhonghua Pu|Guangxin Ding|Mengchen Zhu|Lipeng Yang|Ruoshan Guo|Zhiwei Zhang|Xiao Lin|Jie Hao|Yongyong Yang|Wenqin Sun|Fabiao Zhou|NuoZhou Xiao|Qian Cui|Xiaoqin Wang,Main Program,,accepted_paper,10.1109/HPCA.2016.7446086,,https://doi.org/10.1109/HPCA.2016.7446086,,,https://dblp.org/rec/conf/hpca/WangDYLMRWWXWLW16,,https://dblp.org/db/conf/hpca/,,DBLP HPCA 2016 proceedings metadata,https://doi.org/10.1109/HPCA.2016.7446086,paper,primary,verified,high,T11,general_architecture_needs_review,microarchitecture|needs_review,HPCA-C11,General architecture and needs-review rows,uncertain,Unresolved title-level bucket; not a stable topic.,,,,,none,,,maybe,abstract|keywords|session,DBLP-backed proceedings row; official session/track merged when a title match was available.
