paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
FCCM-2016-P0026,FCCM,FCCM,2016,complete,Sectors: Divide & Conquer and Softwarization in the Design and Validation of the Stratix® 10 FPGA,Dana L. How|Sean Atsatt,Research,Paper Session T1 : Hardware Debug,accepted_paper,10.1109/FCCM.2016.37,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.37,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2016-P0027,FCCM,FCCM,2016,complete,Spatial Predicates Evaluation in the Geohash Domain Using Reconfigurable Hardware,Dajung Lee|Roger Moussalli|Sameh W. Asaad|Mudhakar Srivatsa,Research,Paper Session T3 : Applications 3 (Computational Physics and Geography),accepted_paper,10.1109/FCCM.2016.51,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.51,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2016-P0028,FCCM,FCCM,2016,complete,SynADT: Dynamic Data Structures in High Level Synthesis,Zeping Xue|David B. Thomas,Research,"Paper Session M3 : CAD, Synthesis, and Compilers 1",accepted_paper,10.1109/FCCM.2016.26,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.26,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T07,HLS/compiler/CAD,synthesis,FCCM-C01,"HLS, compiler, CAD, and implementation closure",provisional,keyword-based provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2016-P0029,FCCM,FCCM,2016,complete,The SMEM Seeding Acceleration for DNA Sequence Alignment,Mau-Chung Frank Chang|Yu-Ting Chen 0003|Jason Cong|Po-Tsang Huang|Chun-Liang Kuo|Cody Hao Yu,Research,Paper Session M2 : Applications 1 (Artificial Neural Networks & Computational Biology,accepted_paper,10.1109/FCCM.2016.21,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.21,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T04/T09,application accelerators,sequence,FCCM-C04,"Scientific, graph, robotics, and irregular application accelerators",provisional,keyword-based provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2016-P0030,FCCM,FCCM,2016,complete,Tinker: Generating Custom Memory Architectures for Altera's OpenCL Compiler,Dustin Richmond|Jeremy Blackstone|Matthew Hogains|Kevin Thai|Ryan Kastner,Research,Paper Session M1 : Overlays,accepted_paper,10.1109/FCCM.2016.13,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.13,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T07,HLS/compiler/CAD,compiler,FCCM-C01,"HLS, compiler, CAD, and implementation closure",provisional,keyword-based provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2016-P0031,FCCM,FCCM,2016,complete,Two-Hit Filter Synthesis for Genomic Database Search,Jordan A. Bradshaw|Rasha Karakchi|Jason D. Bakos,Research,Paper Session M2 : Applications 1 (Artificial Neural Networks & Computational Biology,accepted_paper,10.1109/FCCM.2016.24,,,,,https://dblp.org/db/conf/fccm/fccm2016.html,https://www.fccm.org/past/2016/programme.html#programme,https://doi.org/10.1109/FCCM.2016.24,,FCCM 2016 official program plus DBLP title-match metadata,https://www.fccm.org/past/2016/programme.html#programme,official_page,primary,verified,high,T07,HLS/compiler/CAD,synthesis,FCCM-C01,"HLS, compiler, CAD, and implementation closure",provisional,keyword-based provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2017-P0001,FCCM,FCCM,2017,complete,A Configurable FPGA Implementation of the Tanh Function Using DCT Interpolation,Ahmed M. Abdelsalam|J. M. Pierre Langlois|Farida Cheriet,Research,Paper Session T3 : Applications (Machine Learning 2),accepted_paper,10.1109/FCCM.2017.12,,,,,https://dblp.org/db/conf/fccm/fccm2017.html,https://www.fccm.org/past/2017/programme.html#programme,https://doi.org/10.1109/FCCM.2017.12,,FCCM 2017 official program plus DBLP title-match metadata,https://www.fccm.org/past/2017/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2017-P0002,FCCM,FCCM,2017,complete,A Nanosecond-Level Hybrid Table Design for Financial Market Data Generators,Haohuan Fu|Conghui He|Wayne Luk|Weijia Li|Guangwen Yang 0002,Research,Paper Session T5 : Applications (Big Data 2),accepted_paper,10.1109/FCCM.2017.30,,,,,https://dblp.org/db/conf/fccm/fccm2017.html,https://www.fccm.org/past/2017/programme.html#programme,https://doi.org/10.1109/FCCM.2017.30,,FCCM 2017 official program plus DBLP title-match metadata,https://www.fccm.org/past/2017/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2017-P0003,FCCM,FCCM,2017,complete,An Architecture for the Acceleration of a Hybrid Leaky Integrate and Fire SNN on the Convey HC-2ex FPGA-Based Processor,Emmanouil Kousanakis|Apostolos Dollas|Euripides Sotiriades|Ioannis Papaefstathiou|Dionisios N. Pnevmatikatos|Athanasia Papoutsi|Panagiotis C. Petrantonakis|Panayiota Poirazi|Spyridon Chavlis|George Kastellakis,Research,Paper Session M3 : Applications (Physics and Biology),accepted_paper,10.1109/FCCM.2017.51,,,,,https://dblp.org/db/conf/fccm/fccm2017.html,https://www.fccm.org/past/2017/programme.html#programme,https://doi.org/10.1109/FCCM.2017.51,,FCCM 2017 official program plus DBLP title-match metadata,https://www.fccm.org/past/2017/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2017-P0004,FCCM,FCCM,2017,complete,Automata-to-Routing: An Open-Source Toolchain for Design-Space Exploration of Spatial Automata Processing Architectures,Jack Wadden|Samira Manabi Khan|Kevin Skadron,Research,Paper Session T4 : CAD Tools,accepted_paper,10.1109/FCCM.2017.38,,,,,https://dblp.org/db/conf/fccm/fccm2017.html,https://www.fccm.org/past/2017/programme.html#programme,https://doi.org/10.1109/FCCM.2017.38,,FCCM 2017 official program plus DBLP title-match metadata,https://www.fccm.org/past/2017/programme.html#programme,official_page,primary,verified,high,T07,HLS/compiler/CAD,routing,FCCM-C01,"HLS, compiler, CAD, and implementation closure",provisional,keyword-based provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
FCCM-2017-P0005,FCCM,FCCM,2017,complete,Bonded Force Computations on FPGAs,Qingqing Xiong|Martin C. Herbordt,Research,Paper Session M3 : Applications (Physics and Biology),accepted_paper,10.1109/FCCM.2017.49,,,,,https://dblp.org/db/conf/fccm/fccm2017.html,https://www.fccm.org/past/2017/programme.html#programme,https://doi.org/10.1109/FCCM.2017.49,,FCCM 2017 official program plus DBLP title-match metadata,https://www.fccm.org/past/2017/programme.html#programme,official_page,primary,verified,high,T06/T11,custom-computing systems,custom_computing|fpga,FCCM-C08,Other custom-computing applications and systems,provisional,fallback provisional cluster.,,,,,none,,,maybe,per-paper_publisher_url,
