paper_id,venue_id,venue_name,year,year_status,title,authors,track,session,paper_type,doi,acm_url,ieee_url,openreview_url,arxiv_url,dblp_url,official_url,proceedings_url,pdf_url,source_title,source_url,source_type,source_priority,verification_status,confidence,topic_primary,topic_secondary,topic_tags,topic_cluster_id,topic_cluster_label,topic_cluster_status,topic_notes,artifact_url,code_url,dataset_url,award_refs,representative_role,representative_score,representative_reason,include_in_report,missing_fields,notes
MLSys-2019-P0011,MLSys,MLSys,2019,complete,Continuous Integration of Machine Learning Models with ease.ml/ci: Towards a Rigorous Yet Practical Treatment,Cedric Renggli|Bojan Karlaš|Bolin Ding|Feng Liu|Kevin Schawinski|Wentao Wu|Ce Zhang,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Continuous%20Integration%20of%20Machine%20Learning%20Models%20with%20ease.ml/ci%3A%20Towards%20a%20Rigorous%20Yet%20Practical%20Treatment,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4284d31e68c0a4a39dcdad167ac4bd72-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/4284d31e68c0a4a39dcdad167ac4bd72-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4284d31e68c0a4a39dcdad167ac4bd72-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0012,MLSys,MLSys,2019,complete,Data Validation for Machine Learning,Neoklis Polyzotis|Martin Zinkevich|Sudip Roy|Eric Breck|Steven Whang,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Data%20Validation%20for%20Machine%20Learning,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/928f1160e52192e3e0017fb63ab65391-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/928f1160e52192e3e0017fb63ab65391-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/928f1160e52192e3e0017fb63ab65391-Abstract.html,proceedings,primary,verified,high,T11,benchmarking_profiling_evaluation,benchmark|profiling|simulation|validation,MLSYS-C05,"Benchmarking, profiling, simulation, validation, and reliability",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,canonical,5,production ML data validation route,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0013,MLSys,MLSys,2019,complete,Discrete Adversarial Attacks and Submodular Optimization with Applications to Text Classification,Qi Lei|Lingfei Wu|Pin-Yu Chen|Alex Dimakis|Inderjit S. Dhillon|Michael J Witbrock,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Discrete%20Adversarial%20Attacks%20and%20Submodular%20Optimization%20with%20Applications%20to%20Text%20Classification,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/676638b91bc90529e09b22e58abb01d6-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/676638b91bc90529e09b22e58abb01d6-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/676638b91bc90529e09b22e58abb01d6-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0014,MLSys,MLSys,2019,complete,FixyNN: Energy-Efficient Real-Time Mobile Computer Vision Hardware Acceleration via Transfer Learning,Paul Whatmough|Chuteng Zhou|Patrick Hansen|Shreyas Venkataramanaiah|Jae-sun Seo|Matthew Mattina,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=FixyNN%3A%20Energy-Efficient%20Real-Time%20Mobile%20Computer%20Vision%20Hardware%20Acceleration%20via%20Transfer%20Learning,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/e09d45e14e9ece7142217550ddd3c4d0-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/e09d45e14e9ece7142217550ddd3c4d0-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/e09d45e14e9ece7142217550ddd3c4d0-Abstract.html,proceedings,primary,verified,high,T03/T04,neural_rendering_3d_vision,3d|vision|rendering|video,MLSYS-C08,"3DGS, neural rendering, XR, video, and vision systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0015,MLSys,MLSys,2019,complete,Full Deep Neural Network Training On A Pruned Weight Budget,Mieszko Lis|Maximilian Golub|Guy Lemieux,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Full%20Deep%20Neural%20Network%20Training%20On%20A%20Pruned%20Weight%20Budget,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/74e22712c9b50a9b43b2ae54e225888e-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/74e22712c9b50a9b43b2ae54e225888e-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/74e22712c9b50a9b43b2ae54e225888e-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0016,MLSys,MLSys,2019,complete,Kernel Machines That Adapt To Gpus For Effective Large Batch Training,Siyuan Ma|Mikhail Belkin,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Kernel%20Machines%20That%20Adapt%20To%20Gpus%20For%20Effective%20Large%20Batch%20Training,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/ec7a709da42a2071a792b0ca8a0aa075-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/ec7a709da42a2071a792b0ca8a0aa075-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/ec7a709da42a2071a792b0ca8a0aa075-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0017,MLSys,MLSys,2019,complete,Mini-batch Serialization: CNN Training with Inter-layer Data Reuse,Sangkug Lym|Armand Behroozi|Wei Wen|Ge Li|Yongkee Kwon|Mattan Erez,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Mini-batch%20Serialization%3A%20CNN%20Training%20with%20Inter-layer%20Data%20Reuse,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/d3313de3f431fd64513431c4326d237c-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/d3313de3f431fd64513431c4326d237c-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/d3313de3f431fd64513431c4326d237c-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0018,MLSys,MLSys,2019,complete,Optimizing DNN Computation with Relaxed Graph Substitutions,Zhihao Jia|James Thomas|Todd Warszawski|Mingyu Gao|Matei Zaharia|Alex Aiken,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Optimizing%20DNN%20Computation%20with%20Relaxed%20Graph%20Substitutions,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4dd1a7279a8cfeea2660fbc34f02a2bc-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/4dd1a7279a8cfeea2660fbc34f02a2bc-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4dd1a7279a8cfeea2660fbc34f02a2bc-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,https://doi.org/10.5281/zenodo.2549853,https://github.com/jiazhihao/metaflow_sysml19,,,milestone,5,graph optimization route that searches equivalent DNN computation graphs,yes,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0019,MLSys,MLSys,2019,complete,"Parmac: Distributed Optimisation Of Nested Functions, With Application To Learning Binary Autoencoders",Miguel A Carreira-Perpinan|Mehdi Alizadeh,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Parmac%3A%20Distributed%20Optimisation%20Of%20Nested%20Functions%2C%20With%20Application%20To%20Learning%20Binary%20Autoencoders,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/f9f4f0db4894f77240a95bde9df818e0-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/f9f4f0db4894f77240a95bde9df818e0-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/f9f4f0db4894f77240a95bde9df818e0-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0020,MLSys,MLSys,2019,complete,Priority-based Parameter Propagation for Distributed DNN Training,Anand Jayarajan|Jinliang Wei|Garth Gibson|Alexandra Fedorova|Gennady Pekhimenko,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Priority-based%20Parameter%20Propagation%20for%20Distributed%20DNN%20Training,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/3ed923f9f88108cb066c6568d3df2666-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/3ed923f9f88108cb066c6568d3df2666-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/3ed923f9f88108cb066c6568d3df2666-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0021,MLSys,MLSys,2019,complete,Pytorch-BigGraph: A Large Scale Graph Embedding System,Adam Lerer|Ledell Wu|Jiajun Shen|Timothee Lacroix|Luca Wehrstedt|Abhijit Bose|Alex Peysakhovich,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Pytorch-BigGraph%3A%20A%20Large%20Scale%20Graph%20Embedding%20System,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/1eb34d662b67a14e3511d0dfd78669be-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/1eb34d662b67a14e3511d0dfd78669be-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/1eb34d662b67a14e3511d0dfd78669be-Abstract.html,proceedings,primary,verified,high,T02/T05/T09,recommendation_sparse_moe_graph,sparse|moe|recommendation|graph|embedding,MLSYS-C07,"Recommendation, embeddings, sparse/MoE, and graph learning systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0022,MLSys,MLSys,2019,complete,Restructuring Batch Normalization to Accelerate CNN Training,Wonkyung Jung|Daejin Jung|Byeongho Kim|Sunjung Lee|Wonjong Rhee|Jung Ho Ahn,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Restructuring%20Batch%20Normalization%20to%20Accelerate%20CNN%20Training,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/9db64c20dee0011899dfdf200e61ef35-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/9db64c20dee0011899dfdf200e61ef35-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/9db64c20dee0011899dfdf200e61ef35-Abstract.html,proceedings,primary,verified,high,T08/T10/T11,distributed_training_orchestration,distributed_training|communication|scheduling,MLSYS-C02,"Distributed training, communication, and accelerator orchestration",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0023,MLSys,MLSys,2019,complete,RLgraph: Modular Computation Graphs for Deep Reinforcement Learning,Michael Schaarschmidt|Sven Mika|Kai Fricke|Eiko Yoneki,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=RLgraph%3A%20Modular%20Computation%20Graphs%20for%20Deep%20Reinforcement%20Learning,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4552cedd396a308320209f75f56a5ad5-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/4552cedd396a308320209f75f56a5ad5-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/4552cedd396a308320209f75f56a5ad5-Abstract.html,proceedings,primary,verified,high,T11,general_mlsys_needs_review,ml_systems|needs_review,MLSYS-C09,General MLSys systems and needs-review rows,provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0024,MLSys,MLSys,2019,complete,Scaling Video Analytics on Constrained Edge Nodes,Christopher Canel|Thomas Kim|Giulio Zhou|Conglong Li|Hyeontaek Lim|David G Andersen|Michael Kaminsky|Subramanya Dulloor,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Scaling%20Video%20Analytics%20on%20Constrained%20Edge%20Nodes,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/6bcfac823d40046dca25ef6d6d59cc3f-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/6bcfac823d40046dca25ef6d6d59cc3f-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/6bcfac823d40046dca25ef6d6d59cc3f-Abstract.html,proceedings,primary,verified,high,T03/T04,neural_rendering_3d_vision,3d|vision|rendering|video,MLSYS-C08,"3DGS, neural rendering, XR, video, and vision systems",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
MLSys-2019-P0025,MLSys,MLSys,2019,complete,Serving Recurrent Neural Networks Efficiently with a Spatial Accelerator,Tian Zhao|Yaqi Zhang|Kunle Olukotun,Conference,,accepted_paper,,,,,,https://dblp.org/search?q=Serving%20Recurrent%20Neural%20Networks%20Efficiently%20with%20a%20Spatial%20Accelerator,,https://proceedings.mlsys.org/paper_files/paper/2019/hash/a0a81eed87dd44d6504fed5f81f6de5a-Abstract.html,https://proceedings.mlsys.org/paper_files/paper/2019/file/a0a81eed87dd44d6504fed5f81f6de5a-Paper.pdf,MLSys 2019 Proceedings,https://proceedings.mlsys.org/paper_files/paper/2019/hash/a0a81eed87dd44d6504fed5f81f6de5a-Abstract.html,proceedings,primary,verified,high,T07/T08/T12,compiler_graph_autotuning_codesign,compiler|autotuning|kernel|hardware_software_codesign,MLSYS-C03,"Compiler, graph optimization, autotuning, and hardware/software co-design",provisional,Title-level metadata clustering; 2026 rows are official virtual-page rows until proceedings are posted.,,,,,none,,,maybe,doi|abstract|keywords,official proceedings list; DOI not found on list page
